295,rx,-,-,-,-,-,-,-,-
295,rx,-,-,-,-,-,-,-,-
294,rx,-,-,-,-,-,-,-,-
294,rx,-,-,-,-,-,-,-,-
294,rx,-,-,-,-,-,-,-,-
294,rx,-,-,-,-,-,-,-,-
294,rx,-,-,-,-,-,-,-,-
294,rx,-,-,-,-,-,-,-,-
294,rx,-,-,-,-,-,-,-,-
294,rx,-,-,-,-,-,-,-,-
294,rx,-,-,-,-,-,-,-,-
294,rx,-,-,-,-,-,-,-,-
294,rx,-,-,-,-,-,-,-,-
294,rx,-,-,-,-,-,-,-,-
294,rx,-,-,-,-,-,-,-,-
293,rx,-,-,-,-,-,-,-,-
293,rx,-,-,-,-,-,-,-,-
293,rx,-,-,-,-,-,-,-,-
293,rx,-,-,-,-,-,-,-,-
293,rx,-,-,-,-,-,-,-,-
293,rx,-,-,-,-,-,-,-,-
293,rx,-,-,-,-,-,-,-,-
293,rx,-,-,-,-,-,-,-,-
293,rx,-,-,-,-,-,-,-,-
293,rx,-,-,-,-,-,-,-,-
293,rx,-,-,-,-,-,-,-,-
292,rx,-,-,-,-,-,-,-,-
292,rx,-,-,-,-,-,-,-,-
292,rx,-,-,-,-,-,-,-,-
292,rx,-,-,-,-,-,-,-,-
292,rx,-,-,-,-,-,-,-,-
292,rx,-,-,-,-,-,-,-,-
292,rx,-,-,-,-,-,-,-,-
292,rx,-,-,-,-,-,-,-,-
292,rx,-,-,-,-,-,-,-,-
292,rx,-,-,-,-,-,-,-,-
292,rx,-,-,-,-,-,-,-,-
292,rx,-,-,-,-,-,-,-,-
291,rx,-,-,-,-,-,-,-,-
291,rx,-,-,-,-,-,-,-,-
291,rx,-,-,-,-,-,-,-,-
291,rx,-,-,-,-,-,-,-,-
291,rx,-,-,-,-,-,-,-,-
291,rx,-,-,-,-,-,-,-,-
291,rx,-,-,-,-,-,-,-,-
291,rx,-,-,-,-,-,-,-,-
291,rx,-,-,-,-,-,-,-,-
291,rx,-,-,-,-,-,-,-,-
291,rx,-,-,-,-,-,-,-,-
291,rx,-,-,-,-,-,-,-,-
291,rx,-,-,-,-,-,-,-,-
291,rx,-,-,-,-,-,-,-,-
291,rx,-,-,-,-,-,-,-,-
291,rx,-,-,-,-,-,-,-,-
290,rx,-,-,-,-,-,-,-,-
290,rx,-,-,-,-,-,-,-,-
290,rx,-,-,-,-,-,-,-,-
290,rx,-,-,-,-,-,-,-,-
290,rx,-,-,-,-,-,-,-,-
290,rx,-,-,-,-,-,-,-,-
290,rx,-,-,-,-,-,-,-,-
290,rx,-,-,-,-,-,-,-,-
289,rx,-,-,-,-,-,-,-,-
289,rx,-,-,-,-,-,-,-,-
289,rx,-,-,-,-,-,-,-,-
289,rx,-,-,-,-,-,-,-,-
289,rx,-,-,-,-,-,-,-,-
289,rx,-,-,-,-,-,-,-,-
289,rx,-,-,-,-,-,-,-,-
289,rx,-,-,-,-,-,-,-,-
289,rx,-,-,-,-,-,-,-,-
288,rx,-,-,-,-,-,-,-,-
288,rx,-,-,-,-,-,-,-,-
288,rx,-,-,-,-,-,-,-,-
288,rx,-,-,-,-,-,-,-,-
288,rx,-,-,-,-,-,-,-,-
288,rx,-,-,-,-,-,-,-,-
288,rx,-,-,-,-,-,-,-,-
288,rx,-,-,-,-,-,-,-,-
288,rx,-,-,-,-,-,-,-,-
288,rx,-,-,-,-,-,-,-,-
288,rx,-,-,-,-,-,-,-,-
287,rx,-,-,-,-,-,-,-,-
287,rx,-,-,-,-,-,-,-,-
287,rx,-,-,-,-,-,-,-,-
287,rx,-,-,-,-,-,-,-,-
287,rx,-,-,-,-,-,-,-,-
287,rx,-,-,-,-,-,-,-,-
287,rx,-,-,-,-,-,-,-,-
287,rx,-,-,-,-,-,-,-,-
287,rx,-,-,-,-,-,-,-,-
287,rx,-,-,-,-,-,-,-,-
286,rx,-,-,-,-,-,-,-,-
286,rx,-,-,-,-,-,-,-,-
286,rx,-,-,-,-,-,-,-,-
286,rx,-,-,-,-,-,-,-,-
286,rx,-,-,-,-,-,-,-,-
286,rx,-,-,-,-,-,-,-,-
286,rx,-,-,-,-,-,-,-,-
286,rx,-,-,-,-,-,-,-,-
286,rx,-,-,-,-,-,-,-,-
286,rx,-,-,-,-,-,-,-,-
286,rx,-,-,-,-,-,-,-,-
286,rx,-,-,-,-,-,-,-,-
286,rx,-,-,-,-,-,-,-,-
286,rx,-,-,-,-,-,-,-,-
286,rx,-,-,-,-,-,-,-,-
286,rx,-,-,-,-,-,-,-,-
286,rx,-,-,-,-,-,-,-,-
286,rx,-,-,-,-,-,-,-,-
286,rx,-,-,-,-,-,-,-,-
286,rx,-,-,-,-,-,-,-,-
286,rx,-,-,-,-,-,-,-,-
286,rx,-,-,-,-,-,-,-,-
286,rx,-,-,-,-,-,-,-,-
286,rx,-,-,-,-,-,-,-,-
286,rx,-,-,-,-,-,-,-,-
286,rx,-,-,-,-,-,-,-,-
286,rx,-,-,-,-,-,-,-,-
286,rx,-,-,-,-,-,-,-,-
285,rx,-,-,-,-,-,-,-,-
285,rx,-,-,-,-,-,-,-,-
285,rx,-,-,-,-,-,-,-,-
284,rx,-,-,-,-,-,-,-,-
284,rx,-,-,-,-,-,-,-,-
284,rx,-,-,-,-,-,-,-,-
284,rx,-,-,-,-,-,-,-,-
284,rx,-,-,-,-,-,-,-,-
284,rx,-,-,-,-,-,-,-,-
284,rx,-,-,-,-,-,-,-,-
283,rx,-,-,-,-,-,-,-,-
283,rx,-,-,-,-,-,-,-,-
283,rx,-,-,-,-,-,-,-,-
283,rx,-,-,-,-,-,-,-,-
283,rx,-,-,-,-,-,-,-,-
283,rx,-,-,-,-,-,-,-,-
283,rx,-,-,-,-,-,-,-,-
283,rx,-,-,-,-,-,-,-,-
282,rx,-,-,-,-,-,-,-,-
282,rx,-,-,-,-,-,-,-,-
282,rx,-,-,-,-,-,-,-,-
282,rx,-,-,-,-,-,-,-,-
282,rx,-,-,-,-,-,-,-,-
282,rx,-,-,-,-,-,-,-,-
282,rx,-,-,-,-,-,-,-,-
282,rx,-,-,-,-,-,-,-,-
282,rx,-,-,-,-,-,-,-,-
282,rx,-,-,-,-,-,-,-,-
282,rx,-,-,-,-,-,-,-,-
281,rx,-,-,-,-,-,-,-,-
281,rx,-,-,-,-,-,-,-,-
281,rx,-,-,-,-,-,-,-,-
281,rx,-,-,-,-,-,-,-,-
281,rx,-,-,-,-,-,-,-,-
281,rx,-,-,-,-,-,-,-,-
281,rx,-,-,-,-,-,-,-,-
281,rx,-,-,-,-,-,-,-,-
280,rx,-,-,-,-,-,-,-,-
280,rx,-,-,-,-,-,-,-,-
280,rx,-,-,-,-,-,-,-,-
280,rx,-,-,-,-,-,-,-,-
279,rx,-,-,-,-,-,-,-,-
279,rx,-,-,-,-,-,-,-,-
279,rx,-,-,-,-,-,-,-,-
279,rx,-,-,-,-,-,-,-,-
279,rx,-,-,-,-,-,-,-,-
279,rx,-,-,-,-,-,-,-,-
279,rx,-,-,-,-,-,-,-,-
